"","0.5","1","1.5","2","4","6","8","10","12","16","20"
"1",3006.94656566738,4185.60902440657,3174.83303190072,3709.53549686542,23173.598822665,212277.432864606,286145.661900089,990408.930150865,597251.268794568,1788362.51168177,572529.627542613
"2",3656.87651572834,9463.84213898855,4426.63648526497,7849.57918793663,10908.1310486244,76384.1512944019,1395181.98765836,12415318.5301682,92637759.7474267,115030229.066337,159181302.851475
"3",1619.19596211564,4137.18060185241,8029.37899770641,2179.99639833043,789.939540080871,7084.68946963483,47026.9381392455,2312041.66255781,3480445.79263908,7283298.65093223,16326565.041795
"4",4558.41279266992,2839.05202698588,5116.8015508281,2639.78416079677,6719.60294785838,44462.7948990147,191951.466237685,274902.958118668,541800.846984724,1080878.13986545,444957.468111282
"5",2718.79919011954,3180.94546274501,2684.52129140184,1294.54107110733,1253.26946262831,18267.3855932741,238477.837957311,2516647.11942133,3861696.03847586,2892898.99686561,6568158.35014742
"6",2229.00361227472,4731.75337830981,1465.77371936386,1964.37992506138,2285.34719546453,26116.4960329164,357911.723950401,6749849.41809233,13790245.2001436,41631241.9032046,19414534.0460515
"7",4036.30383844341,699.905187208326,5876.50134440083,3614.83957154153,3160.8284593987,45434.069544867,176825.435046924,357537.478267436,271188.922345921,308921.945780899,409479.131783473
"8",4985.87862894603,5654.91981014756,5604.30390804908,3823.19982505985,8582.25676897769,304009.574832862,1214769.03198563,1977428.04322111,1905608.3808905,3945626.27465467,3085759.26370238
"9",3234.92922545199,6925.72231377124,5629.77358126005,5533.70955174414,24753.06661034,217393.44482236,3246109.09301097,17897995.6913009,27455683.8671721,43594789.7113728,3290120.59062732
"10",4917.02893410276,5255.09950594863,5652.23302401818,6612.18866016593,29950.3242252372,1378990.21132779,7600630.5443383,33128778.2289561,30203446.9754903,793407.097093261,41847.0561292297
"11",1454.52087418704,1455.04268021928,1457.61647996531,5105.2090690585,4568.83647263969,15813.9325955421,191926.717194303,13018381.6580669,8629490.78278538,14756295.0718316,8477179.47886141
"12",1130.65356770076,1311.31466201562,1692.58759499272,2132.10406622883,7656.6530630342,36991.8103704619,1311785.64280558,12028929.7546073,13914450.1715002,7721832.57163917,5778387.69712984
"13",992.573751468274,1323.29013838106,1765.73663871389,3157.15409806961,6162.22198326126,194115.440557869,456097.777344711,1885196.90997622,1133166.76145829,420756.202045974,354893.102658368
"14",1977.14287590858,1337.26152747407,2865.00421241265,2419.11807514425,13136.2336888683,640947.20938919,1808246.05531355,3522283.29831044,2722392.42485874,1470256.04692201,1976936.57827001
"15",748.43262711519,979.993149238462,1227.27840021081,1820.48885654923,23615.7010136959,199609.273781205,4803153.58442661,43862395.790281,19429039.9551885,46378808.634613,41859186.4673973
"16",1236.55015017289,1707.56274840606,1854.98002748217,1916.24374766823,812.726257583203,21879.1880679899,543818.621136298,3362349.67445722,5644963.31738988,7572588.5506188,2092427.58868983
"17",4382.74814963805,1818.21380006828,3228.81706636573,14942.9640221294,32800.2823526881,1140035.90562323,10238767.5553074,29410478.0032378,29599408.8671106,5380399.46543819,567422.674523784
"18",2243.88895191389,1987.76322434328,4404.30878838438,3166.52208080844,17741.5299453019,155068.659432015,186994.981420574,1309991.64074911,1111755.56435155,5875191.55637739,11714991.085371
"19",1388.80278935279,1636.64843661006,1143.96976708392,2275.61107068654,12103.0467695191,62080.3154236961,1416728.49423003,4807141.35681363,4025417.85897916,1410489.54094957,1562894.62516858
"20",1078.62349201895,1389.15525839098,934.682225326113,2132.10406622883,6125.32245042736,18495.9051852309,87586.9183042499,90604.645849621,104940.084069342,56658.6476618725,51186.5051911108
"21",1052.60845417805,524.925047351762,1152.09743860849,1703.63315291938,10239.6203614072,303992.105024587,343082.398887615,292415.971935207,208949.435685739,173322.867320074,313943.898505479
"22",7791.47208614947,8832.60630617832,17875.2892605348,1336539.3678989,203520.969148334,3118870.80723671,7989100.98103573,107179427.123648,312155759.551369,285909701.512796,102985726.284893
"23",4985.87862894603,2670.37879923635,5696.55582423096,23413.9753992228,35122.4262360643,652353.879328849,1277676.71399917,11794304.3187046,15775938.235241,18931035.1561714,14982508.8216954
