"","0.5","1","1.5","2","4","6","8","10","12","16","20"
"1",22691.92795452,25710.6198738381,24857.5974104196,32916.6513016485,348351.757777548,4359385.12202594,12080989.0489839,52062653.0882296,271172126.492611,249474734.93703,234698128.325562
"2",29876.6138955809,62884.6996390557,27215.2819782375,23396.3072352677,28619.8983414373,200490.061466399,1895971.4663309,32243675.334245,40058942.6618551,99645548.4247386,82511116.7732347
"3",23089.5504089631,55177.7379791243,114908.006799278,20747.2219368762,40105.5400599668,521578.429678424,4012460.66244341,51080533.0119141,48159178.5204692,151659952.299792,97613475.1018626
"4",32146.4949925616,41413.0998927554,40847.2782259527,18907.5180657124,37572.238586072,672528.224868388,25922599.4796958,206358663.329529,226591655.076507,222802025.439018,573626685.774637
"5",49020.8916374909,42302.9324506619,28106.994468888,15584.9210454959,72242.2268832627,1130294.06717902,7778946.7248903,71725581.7708962,111051986.999256,94620884.1237714,83415151.4506826
"6",36588.0568018954,43306.1640502824,4397.91795807307,30058.9672156316,50033.947371229,206639.664264006,2029290.44997138,18367708.3288674,28587640.2176302,109013920.018655,107501593.358934
"7",30816.1984567556,26294.9521436981,48472.3149503182,31826.6959605343,50664.2796511667,4315984.16395266,8874531.0532761,153054558.847342,200454689.583753,224385245.465184,175616134.215828
"8",23640.3777608528,48356.1245296079,17528.0381045203,13526.1475393173,1122.4111780143,2521980.84325646,20448261.701375,169508902.020685,225948841.870615,654113116.194552,338544516.604439
"9",25417.4177917629,117461.461317667,20628.9351981161,25808.2976718932,142754.67365488,1570912.98161172,21860654.6117934,57945155.673136,113077774.855616,267361718.407117,209896700.563491
"10",35673.5688305444,46524.4525784884,20380.393810187,25687.6981500619,99307.5990642646,2548913.28144781,41856419.256704,139255293.472536,79610810.1001423,123019195.586097,124490456.885933
"11",16198.2076715188,11420.1197090127,9936.64922105982,62241.6658106284,51601.590630902,153112.522316101,997734.47123593,102373901.578045,139199817.367384,327841373.161237,311856037.338418
"12",7708.35759806923,1549.99282141358,13838.5613943878,8609.2802840423,46898.6608518831,596267.464954571,6964155.86240177,147282203.517686,292473549.918832,370487405.442373,220581099.580832
"13",9289.10374145209,12473.5128886142,24138.9481909274,43618.1752531175,165908.911648723,3946070.69708975,26134801.2496314,359692086.625562,435411751.006983,565059927.725058,425949709.535401
"14",21862.9644799323,12654.5314244956,13638.2612263956,14315.8881072539,171338.065753476,6721673.24549823,37699761.0815368,361056473.363226,314574659.084215,346326386.217823,258962787.099707
"15",5841.54689600165,7528.26993646419,10202.6239744899,11107.2159606606,8344.59686581666,15586.8797786377,444465.442107079,3037447.67641439,1779834.03472293,2165137.84231531,1462039.08668363
"16",7566.268057091,6387.24118425015,16004.453321108,19440.3103188052,14631.3370902811,707056.200614188,17833158.4997485,251145953.975245,230900170.988552,351829766.319377,309320622.400707
"17",12976.2606621105,7272.64107614282,9196.03135337704,32320.6718507821,63377.5580139298,3471901.06441812,38333849.3192585,170798019.342994,382841793.793678,820127970.573979,463220304.691844
"18",15594.3271223613,2976.25374554064,17029.5319429145,19930.4021755818,117573.244475473,1059339.48366668,8224775.687384,212622718.662093,228701121.741042,309183734.038239,296643547.712154
"19",14031.3421716007,11537.1633956351,15128.176434725,14947.8016316864,80211.0801199337,876351.347240122,25058662.3746466,323510042.408789,323260239.383972,362491274.38966,436091369.286244
"20",10477.5074752969,9501.24270792289,9784.85425337426,16131.33904849,216814.134040746,1519033.53256435,25161157.6433724,486882218.69548,412075290.258379,482854325.684573,782327094.418539
"21",8726.58710843577,4511.04512331887,9705.76189797746,11880.5132181446,117046.190613256,13406073.7159647,65491677.4760705,906275813.01733,933151141.165749,1661586944.2675,1564654188.83708
"22",8187.90979887077,49492.7589146085,20336.2371745484,18623.4905575109,55520.6987800844,1075522.10797651,9562262.57486515,136853261.361086,33425548.5621522,88757054.6851154,100655973.027115
"23",14287.5101935867,6439.34161385673,10338.5007411518,27139.8879937433,190618.081855875,7088823.15196695,30702062.395162,831556264.603666,1113932558.82749,2030828487.43806,1075699754.82549
"24",1235.1973207576,9266.54618664947,19510.4989524351,8393.72671945686,11034.1776738072,19071.0058468038,63613.4688703371,726650.944126826,4487615.72857491,10210593.233646,3691286.80301313
"25",11133.1262725324,6147.87409072882,8288.85528743578,12783.5493141153,7310.14270889725,1436437.94038426,7946503.35888414,995348238.578866,894987769.597144,1267097714.5368,1552511802.44376
"26",13909.3687811983,10441.8171147211,5164.35491772847,11224.9577204604,28610.224187137,1058742.42904444,12081458.3186878,237265682.495834,446696015.899585,935081242.788122,844443870.977305
"27",15079.2525363151,9029.08439658397,5456.06363219591,7269.6958755196,43763.3743325372,337345.475997262,5703536.03741955,398002486.384498,1222671381.61557,1641872242.82376,659207883.804786
"28",16020.595745296,8310.10175018933,7638.48908507427,11272.1127058619,31614.1390700716,253942.719938899,1767942.43747507,15090040.7939363,23090017.0988552,90889356.2991723,42341429.4597689
"29",11651.3423602153,7206.54699060684,11441.2001014532,11353.7946819913,42195.7310728642,1061829.11817589,14389514.0997971,329895109.035279,356245978.096623,503756256.320926,707380767.621291
"30",30904.475162766,16369.3956004735,8663.56770688079,7890.4788941033,20771.2731906669,136929.898006269,1108423.04123437,25965937.6143897,182521087.543331,554398419.654775,431020539.410822
"31",16997.4613395213,5902.34591110027,5836.33473383381,7563.75098958556,65710.3799679587,623653.444555825,2152277.74996965,52570381.8914283,64212238.0272923,130870011.562738,165562595.43251
"32",6624.9248481102,6136.43328434504,5422.99657987957,5783.0839099639,17505.3497330148,185477.770935765,7948054.26238792,38523235.3131518,112151511.623011,103949703.68527,72766408.7122975
